City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
348,severo-yeniseyskiy,60.3725,93.0408,24.67,87.0,100.0,9.89,RU,2024-11-07 03:35:19
349,kalix,65.853,23.1565,36.39,88.0,57.0,6.64,SE,2024-11-07 03:35:20
350,labasa,-16.4167,179.3833,78.15,78.0,79.0,11.97,FJ,2024-11-07 03:35:21
351,bei'an,46.4398,126.2373,31.96,27.0,2.0,5.46,CN,2024-11-07 03:35:22
352,nadym,65.5333,72.5167,0.66,99.0,91.0,4.83,RU,2024-11-07 03:35:23
353,vila franca do campo,37.7167,-25.4333,63.01,75.0,1.0,8.1,PT,2024-11-07 03:35:24
354,san julian,21.0167,-102.1667,61.21,61.0,0.0,6.87,MX,2024-11-07 03:35:26
355,kudahuvadhoo,2.6708,72.8944,82.99,74.0,100.0,8.43,MV,2024-11-07 03:33:22
356,kenai,60.5544,-151.2583,37.15,80.0,0.0,6.91,US,2024-11-07 03:35:06
357,ringkobing,56.0901,8.244,48.18,100.0,100.0,4.61,DK,2024-11-07 03:35:29
358,funafuti,-8.5243,179.1942,87.8,74.0,20.0,5.75,TV,2024-11-07 03:35:30
359,kondagaon,19.6,81.6667,77.25,61.0,9.0,4.18,IN,2024-11-07 03:35:31
361,villa ojo de agua,-29.5,-63.6938,68.27,83.0,100.0,11.48,AR,2024-11-07 03:35:34
362,pisco,-13.7,-76.2167,66.25,82.0,100.0,9.22,PE,2024-11-07 03:35:35
363,culiacan,24.7994,-107.3897,80.28,47.0,75.0,5.75,MX,2024-11-07 03:33:08
364,kingscliff,-28.2667,153.5667,86.95,74.0,5.0,21.85,AU,2024-11-07 03:35:37
365,bontang,0.1333,117.5,83.01,76.0,100.0,4.14,ID,2024-11-07 03:35:38
